Data/hora da exportação;25/11/2023 às 10h4min
Observatório da Agropecuária Brasileira

Brasil;01/07/2022;até;31/10/2023

Filtros aplicados
Região;Todos(as);
UF;Todos(as);
Programa;Todos(as);
Subprograma;Todos(as);
Finalidade;Todos(as);
Atividade;Todos(as);
Fonte de recursos;Todos(as);
Gênero;Todos(as);
Instituição Financiera;Todos(as);
Modalidade;Todos(as);
Produto;Todos(as);
Segmento;Todos(as);

Programa;Subprograma;Região;UF;Finalidade;Quantidade (01/07/2022 - 31/10/2023);
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Centro-oeste;MT;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Centro-oeste;MT;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;PA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;PA;Investimento;6;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;PA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;PA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PB;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PB;Investimento;5;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PB;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PB;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PE;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PE;Investimento;3;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PE;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Nordeste;PE;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;PR;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;PR;Investimento;202;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;PR;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;PR;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;RJ;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;RJ;Investimento;9;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;RJ;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;RJ;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;RO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;RO;Investimento;9;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;RO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;RO;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;RS;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;RS;Investimento;47;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;RS;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;RS;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;SC;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;SC;Investimento;79;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;SC;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sul;SC;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;SP;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;SP;Investimento;77;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;SP;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Sudeste;SP;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;TO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;TO;Investimento;2;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;TO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação de ações de defesa animal;Norte;TO;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AC;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AC;Investimento;4;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AC;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AC;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;AL;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;AL;Investimento;80;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;AL;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;AL;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AM;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AM;Investimento;1;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AM;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;AM;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;BA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;BA;Investimento;445;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;BA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;BA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;CE;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;CE;Investimento;193;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;CE;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;CE;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;ES;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;ES;Investimento;85;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;ES;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;ES;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;GO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;GO;Investimento;374;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;GO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;GO;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;MA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;MA;Investimento;64;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;MA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;MA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;MG;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;MG;Investimento;3.198;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;MG;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;MG;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MS;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MS;Investimento;54;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MS;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MS;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MT;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MT;Investimento;165;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MT;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Centro-oeste;MT;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;PA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;PA;Investimento;167;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;PA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;PA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PB;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PB;Investimento;56;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PB;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PB;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PE;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PE;Investimento;352;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PE;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PE;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PI;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PI;Investimento;23;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PI;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;PI;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;PR;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;PR;Investimento;1.088;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;PR;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;PR;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;RJ;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;RJ;Investimento;117;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;RJ;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;RJ;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;RN;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;RN;Investimento;7;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;RN;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;RN;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RO;Investimento;342;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RO;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RR;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RR;Investimento;5;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RR;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;RR;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;RS;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;RS;Investimento;680;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;RS;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;RS;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;SC;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;SC;Investimento;910;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;SC;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sul;SC;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;SE;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;SE;Investimento;90;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;SE;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Nordeste;SE;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;SP;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;SP;Investimento;622;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;SP;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Sudeste;SP;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;TO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;TO;Investimento;130;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;TO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Fomentação prod, benef, industr, acond e armaz;Norte;TO;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;BA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;BA;Investimento;2;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;BA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;BA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;GO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;GO;Investimento;7;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;GO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;GO;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;MA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;MA;Investimento;1;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;MA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Nordeste;MA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;MG;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;MG;Investimento;27;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;MG;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;MG;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MS;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MS;Investimento;3;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MS;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MS;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MT;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MT;Investimento;3;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MT;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Centro-oeste;MT;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;PA;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;PA;Investimento;6;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;PA;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;PA;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;PR;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;PR;Investimento;9;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;PR;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;PR;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;RS;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;RS;Investimento;5;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;RS;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;RS;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;SC;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;SC;Investimento;1;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;SC;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sul;SC;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;SP;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;SP;Investimento;14;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;SP;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Sudeste;SP;Comercialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;TO;Custeio;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;TO;Investimento;1;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;TO;Industrialização;0;
Moderagro - programa de modernização da agricultura e conservação de recursos naturais;Recuperação de solos;Norte;TO;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AC;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AC;Investimento;4;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AC;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AC;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;AL;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;AL;Investimento;32;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;AL;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;AL;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AM;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AM;Investimento;1;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AM;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Norte;AM;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;BA;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;BA;Investimento;275;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;BA;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;BA;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;CE;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;CE;Investimento;8;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;CE;Industrialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Nordeste;CE;Comercialização;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;DF;Custeio;0;
Moderfrota - programa de modernização da frota de tratores agrícolas e impl assoc e colheitadeiras;Aquis tratores, colheitadeiras e implem associados novos;Centro-oeste;DF;Investimento;3;
